1, 'HATOR Store', 'https://shop.hator.gg/?s', 'Ukraine',
2, 'Razer', 'https://www.razer.com/store?srsltid=AfmBOooe6FwZI16nHR2RU0lp3UUHJ5Igr_CZmLdl0N1bcNuqQzeyu55D', 'USA',
3, 'LogitechG, 'https://www.logitechg.com/en-us', 'USA'
